"","X","Tag","treatment","maple_leaf_length_0","maple_height_0","maple_leaves_0","gh_bench","Maple_LeafNum_End","Maple_Damage_End","Maple_TotalLeafArea_End","Maple_StemHeight_End","comp_number","Sample","ChlorA","ChlorB","DataFile","gluc_Conc","flav_Conc","gh_col","gh_row","GM_Leaf_Len_Initial","GM_NumberOfLeaves_Initial","Fern","Pool","Genotype","GM_Leaf_Number","GM_Leaf_Len","GM_Leaf_Wid","ThripsDam","WhiteFungDam","BlackPathDam","GM_TotalLeaf_Area","GM_NumberOfLeaves","GA3","Family","Region","Latitude","Longitude","Altitude","ID","Row_Field","Col_Field","Larg_Leaf_Len_Bolt","Larg_Leaf_Wid_Bolt","GM_StemHeight_Bolt","GM_Leaf_Number_Bolt","Sampler","Maple_Died","RGR1","RGR2","RGR3","RGR4","MapleFinalMass","GM_Fecundity"
"559",590,"b|PDVRT1-20|Q|406","a",NA,NA,NA,1,NA,NA,NA,NA,NA,"406_1",0.1624838,0.07142349,"Dat_Jan_9_2020_AM.txt",0.14066325672,0.079664700376,1,11,8,3,0,"No","b|PDVRT1-20|Q|406",1,67,67,3,0,0,12862,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"406",NA,NA,NA,NA,NA,NA,NA,NA,7.85e-07,5.05e-07,2.11e-08,-1.58e-08,NA,NA
"560",591,"b|PDVRT1-20|Q|406","a",NA,NA,NA,1,NA,NA,NA,NA,NA,"406_2",0.55536539,0.19000571,"Dat_Dec_11_2019_AM.txt",0.18496170546,0.085123410472,1,11,8,3,0,"No","b|PDVRT1-20|Q|406",2,73,71,6,0,15,12862,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"406",NA,NA,NA,NA,NA,NA,NA,NA,7.85e-07,5.05e-07,2.11e-08,-1.58e-08,NA,NA
"561",592,"b|PDVRT1-20|Q|407","a",NA,NA,NA,3,NA,NA,NA,NA,NA,"407_1",0.65576316,0.17831716,"Dat_Feb_5_2020_PM.txt",0.41059237956,0.118742132968,5,2,15,3,0,"No","b|PDVRT1-20|Q|407",1,19,41,0,0,20,4874,2,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"407",7,5,"Dead","Dead","Dead","Dead","Liisa",NA,5.85e-07,-1.51e-07,-1.31e-07,-7.02e-08,NA,NA
"562",593,"b|PDVRT1-20|Q|407","a",NA,NA,NA,3,NA,NA,NA,NA,NA,"407_2",0.19611711,0.071341185,"Dat_Jan_23_2020_PM.txt",0.21255124146,0.109113574882,5,2,15,3,0,"No","b|PDVRT1-20|Q|407",2,63,65,1,0,3,4874,2,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"407",7,5,"Dead","Dead","Dead","Dead","Liisa",NA,5.85e-07,-1.51e-07,-1.31e-07,-7.02e-08,NA,NA
"563",594,"b|PDVRT1-20|Q|408","m",41,117,4,3,4,0.75,6935,130,NA,"408_1",0.27376358,0.0710457100000001,"Dat_Feb_6_2020_PM.txt",0.30149300814,0.13924478815,3,8,13,3,0,"No","b|PDVRT1-20|Q|408",1,49,53,0,0,0,12576,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"408",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,6.26e-07,8.91e-08,4.01e-08,-2.07e-08,NA,NA
"564",595,"b|PDVRT1-20|Q|408","m",41,117,4,3,4,0.75,6935,130,NA,"408_2",0.170483465,0.085931605,"Dat_Jan_10_2020_AM.txt",0.11879854944,0.07057768099,3,8,13,3,0,"No","b|PDVRT1-20|Q|408",2,63,75,0,0,2,12576,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"408",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,6.26e-07,8.91e-08,4.01e-08,-2.07e-08,NA,NA
"565",596,"c|PDVRT1-20|Q|409","m",36,122,2,3,2,1,3673,122,NA,"409_1",0.35267397,0.127803265,"Dat_Feb_4_2020_AM.txt",0.21894856512,0.098152831594,3,9,24,3,0,"No","c|PDVRT1-20|Q|409",1,57,57,0,0,3,10907,4,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"409",2,2,"Dead","Dead","Dead","Dead","Nikita",NA,5.3e-07,-8.27e-08,1.15e-07,2.16e-08,NA,NA
"566",597,"c|PDVRT1-20|Q|409","m",36,122,2,3,2,1,3673,122,NA,"409_2",0.40818406,0.110529495,"Dat_Jan_31_2020_PM.txt",NA,NA,3,9,24,3,0,"No","c|PDVRT1-20|Q|409",2,36,28,0,0,0,10907,4,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"409",2,2,"Dead","Dead","Dead","Dead","Nikita",NA,5.3e-07,-8.27e-08,1.15e-07,2.16e-08,NA,NA
"567",598,"c|PDVRT1-20|Q|410","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"410_1",0.27928571,0.0873791450000001,"Dat_Jan_23_2020_AM.txt",0.16964951298,0.070328573188,5,21,19,3,0,"No","c|PDVRT1-20|Q|410",1,47,39,0,0,0,9341,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"410",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,9.07e-07,6.4e-08,1.65e-07,-8.18e-08,NA,NA
"568",599,"c|PDVRT1-20|Q|410","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"410_2",0.369304445,0.130583735,"Dat_Jan_31_2020_AM.txt",NA,NA,5,21,19,3,0,"No","c|PDVRT1-20|Q|410",2,61,62,4,0,0,9341,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"410",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,9.07e-07,6.4e-08,1.65e-07,-8.18e-08,NA,NA
"569",600,"c|PDVRT1-20|Q|413","m",38,107,2,3,2,1,3956,112,NA,"413_1",0.285163975,0.095933725,"Dat_Jan_24_2020_PM.txt",0.28466339118,0.148797530818,2,13,21,3,0,"No","c|PDVRT1-20|Q|413",1,37,30,0,0,3,6700,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"413",5,6,"Dead","Dead","Dead","Dead","Nikita",NA,2.4e-07,2.07e-07,-5.93e-08,-1.88e-08,NA,NA
"570",601,"c|PDVRT1-20|Q|413","m",38,107,2,3,2,1,3956,112,NA,"413_2",0.152055275,0.065147525,"Dat_Jan_23_2020_AM.txt",0.13866301536,0.087116272888,2,13,21,3,0,"No","c|PDVRT1-20|Q|413",2,50,47,3,0,6,6700,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"413",5,6,"Dead","Dead","Dead","Dead","Nikita",NA,2.4e-07,2.07e-07,-5.93e-08,-1.88e-08,NA,NA
"571",602,"c|PDVRT1-20|Q|414","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"414_1",0.53616003,0.1762369,"Dat_Jan_31_2020_AM.txt",NA,NA,5,17,12,4,0,"No","c|PDVRT1-20|Q|414",1,33,31,15,0,0,8025,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"414",7,6,"Dead","Dead","Dead","Dead","Liisa",NA,6.98e-07,1.24e-07,8.35e-08,-3.59e-08,NA,NA
"572",603,"c|PDVRT1-20|Q|414","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"414_2",0.135352565,-0.43903586,"Dat_Jan_10_2020_AM.txt",0.16026907074,0.09299738317,5,17,12,4,0,"No","c|PDVRT1-20|Q|414",2,57,51,3,2,0,8025,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"414",7,6,"Dead","Dead","Dead","Dead","Liisa",NA,6.98e-07,1.24e-07,8.35e-08,-3.59e-08,NA,NA
"573",604,"e|PDVRT1-20|Q|418","m",31,72,2,2,2,1,2663,79,NA,"418_1",NA,NA,"Dat_Dec_8_2019.txt",NA,NA,5,10,13,3,0,"No","e|PDVRT1-20|Q|418",1,36,46,1,0,0,9306,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"418",2,3,"Dead","Dead","Dead","Dead","Nikita",NA,7.3e-07,1.56e-07,-5.68e-08,4.45e-08,NA,NA
"574",605,"e|PDVRT1-20|Q|418","m",31,72,2,2,2,1,2663,79,NA,"418_2",0.506153785,0.16183537,"Dat_Feb_5_2020_PM.txt",0.21470667396,0.130168599538,5,10,13,3,0,"No","e|PDVRT1-20|Q|418",2,57,70,7,0,0,9306,3,"n","PDRVT1","NorthAm",40.216898,-74.522681,52,"418",2,3,"Dead","Dead","Dead","Dead","Nikita",NA,7.3e-07,1.56e-07,-5.68e-08,4.45e-08,NA,NA
"575",606,"a|RULEB1-20|N|421","a",NA,NA,NA,2,NA,NA,NA,NA,NA,"421_1",0.240406095,0.107433385,"Dat_Feb_4_2020_AM.txt",0.31370137782,0.120659179966,4,4,12,3,0,"No","a|RULEB1-20|N|421",1,42,40,0,0,0,8124,3,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"421",7,3,"Dead","Dead","Dead","Dead","Liisa",NA,1.21e-06,1.79e-07,1.25e-07,-8.5e-08,NA,NA
"576",607,"a|RULEB1-20|N|421","a",NA,NA,NA,2,NA,NA,NA,NA,NA,"421_2",0.348139935,0.13221749,"Dat_Jan_30_2020_PM.txt",NA,NA,4,4,12,3,0,"No","a|RULEB1-20|N|421",2,52,50,5,0,5,8124,3,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"421",7,3,"Dead","Dead","Dead","Dead","Liisa",NA,1.21e-06,1.79e-07,1.25e-07,-8.5e-08,NA,NA
"577",608,"b|RULEB1-20|N|424","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"424_1",0.499401,0.1474824,"Dat_Feb_4_2020_AM.txt",0.30302767608,0.165043691818,3,8,8,4,0,"No","b|RULEB1-20|N|424",1,56,44,0,0,0,10122,3,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"424",2,5,"Dead","Dead","Dead","Dead","Nikita",NA,1.12e-06,8.14e-08,-1.1e-07,4.65e-08,NA,NA
"578",609,"b|RULEB1-20|N|424","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"424_2",0.352430595,0.0957691150000001,"Dat_Jan_21_2020_AM.txt",0.19291094052,0.105030373084,3,8,8,4,0,"No","b|RULEB1-20|N|424",2,53,66,0,0,0,10122,3,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"424",2,5,"Dead","Dead","Dead","Dead","Nikita",NA,1.12e-06,8.14e-08,-1.1e-07,4.65e-08,NA,NA
"579",610,"d|RULEB1-20|N|426","a",NA,NA,NA,3,NA,NA,NA,NA,NA,"426_1",0.347443075,0.0951485350000001,"Dat_Feb_3_2020_AM.txt",0.29011232454,NA,1,2,16,4,0,"No","d|RULEB1-20|N|426",1,61,52,0,0,0,12474,4,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"426",4,1,"17","20","70","14","Nikita",NA,5.25e-07,9.18e-08,-4.05e-08,-1.13e-08,NA,NA
"580",611,"d|RULEB1-20|N|426","a",NA,NA,NA,3,NA,NA,NA,NA,NA,"426_2",0.25225916,0.08259393,"Dat_Feb_5_2020_PM.txt",0.25033166232,0.088145196418,1,2,16,4,0,"No","d|RULEB1-20|N|426",2,66,67,4,0,0,12474,4,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"426",4,1,"17","20","70","14","Nikita",NA,5.25e-07,9.18e-08,-4.05e-08,-1.13e-08,NA,NA
"581",612,"e|RULEB1-20|N|428","m",39,80,2,4,2,0.5,4145,88,NA,"428_1",0.161073855,-0.00485003000000001,"Dat_Jan_22_2020_AM.txt",0.1358868183,0.08557830298,1,11,16,4,0,"No","e|RULEB1-20|N|428",1,51,44,0,0,1,10248,3,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"428",3,6,"Dead","Dead","Dead","Dead","Nikita",NA,8.98e-07,1.73e-07,6.86e-08,-7.45e-08,NA,NA
"582",613,"e|RULEB1-20|N|428","m",39,80,2,4,2,0.5,4145,88,NA,"428_2",0.165770955,0.06685412,"Dat_Jan_22_2020_PM.txt",0.1282134786,0.071790727678,1,11,16,4,0,"No","e|RULEB1-20|N|428",2,67,72,2,0,0,10248,3,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"428",3,6,"Dead","Dead","Dead","Dead","Nikita",NA,8.98e-07,1.73e-07,6.86e-08,-7.45e-08,NA,NA
"583",614,"e|RULEB1-20|N|429","m",26,83,2,4,2,1,1830,79,NA,"429_1",0.297421035,0.01495997,"Dat_Feb_6_2020_PM.txt",0.24229620996,0.14725956091,4,15,9,4,0,"No","e|RULEB1-20|N|429",1,48,49,1,1,0,6906,2,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"429",8,5,"Dead","Dead","Dead","Dead","Liisa",NA,9.05e-07,1.92e-07,NA,NA,NA,NA
"584",615,"e|RULEB1-20|N|429","m",26,83,2,4,2,1,1830,79,NA,"429_2",NA,NA,"Dat_Dec_6_2019.txt",NA,NA,4,15,9,4,0,"No","e|RULEB1-20|N|429",2,66,69,6,0,2,6906,2,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"429",8,5,"Dead","Dead","Dead","Dead","Liisa",NA,9.05e-07,1.92e-07,NA,NA,NA,NA
"585",616,"c|CBMCK1-1-0|N|42","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"42_1",0.466253625,0.15687073,"Dat_Jan_17_2020_PM.txt",0.09819261474,0.142396543384,3,15,18,3,0,"No","c|CBMCK1-1-0|N|42",1,45,44,0,0,1,10757,3,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"42",8,5,"15","12","62","7","Liisa",NA,1.14e-06,7.89e-08,NA,NA,NA,NA
"586",617,"c|CBMCK1-1-0|N|42","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"42_2",0.205443965,0.04192022,"Dat_Jan_17_2020_PM.txt",0.12340255326,0.103698187882,3,15,18,3,0,"No","c|CBMCK1-1-0|N|42",2,63,67,0,0,1,10757,3,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"42",8,5,"15","12","62","7","Liisa",NA,1.14e-06,7.89e-08,NA,NA,NA,NA
"587",618,"a|SMAKC1-B|N|431","a",NA,NA,NA,2,NA,NA,NA,NA,NA,"431_1",0.425024645,0.08631062,"Dat_Feb_5_2020_AM.txt",0.20879216718,0.066126232876,2,4,15,3,0,"No","a|SMAKC1-B|N|431",1,35,41,0,0,16,2024,2,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"431",7,3,"Dead","Dead","Dead","Dead","Liisa",NA,1.02e-06,-2.64e-09,-2.36e-07,-5.68e-08,NA,NA
"588",619,"a|SMAKC1-B|N|432","m",25,56,2,4,4,1,3002,75,NA,"432_1",0.34399367,0.0783618050000001,"Dat_Jan_29_2020_AM.txt",0.25993626954,0.116370193462,2,1,13,3,0,"No","a|SMAKC1-B|N|432",1,56,50,1,0,3,11096,4,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"432",6,5,"Dead","Dead","Dead","Dead","Liisa",NA,8.23e-07,-9.12e-08,3.5e-08,-7.59e-09,NA,NA
"589",620,"a|SMAKC1-B|N|432","m",25,56,2,4,4,1,3002,75,NA,"432_2",0.194076835,0.0760657,"Dat_Feb_5_2020_PM.txt",0.18820347594,0.103687357108,2,1,13,3,0,"No","a|SMAKC1-B|N|432",2,74,72,6,0,1,11096,4,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"432",6,5,"Dead","Dead","Dead","Dead","Liisa",NA,8.23e-07,-9.12e-08,3.5e-08,-7.59e-09,NA,NA
"590",621,"d|SMAKC1-B|N|435","m",34,88,2,2,2,1,2448,86,NA,"435_1",0.260258825,0.097102045,"Dat_Jan_15_2020_PM.txt",0.24114089814,0.093441444904,1,19,17,4,0,"No","d|SMAKC1-B|N|435",1,51,46,0,0,0,8522,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"435",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,6.81e-07,2.15e-08,1.25e-07,-9.71e-09,NA,NA
"591",622,"d|SMAKC1-B|N|435","m",34,88,2,2,2,1,2448,86,NA,"435_2",0.1484777,0.140800465,"Dat_Jan_16_2020_PM.txt",0.1870136772,0.081332639572,1,19,17,4,0,"No","d|SMAKC1-B|N|435",2,56,62,3,0,1,8522,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"435",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,6.81e-07,2.15e-08,1.25e-07,-9.71e-09,NA,NA
"592",623,"b|SMAKC1-B|N|436","m",33,75,2,1,6,0.833333333333333,5541,93,NA,"436_1",0.189121765,0.07971634,"Dat_Jan_16_2020_AM.txt",0.14792275338,0.065238109408,2,3,11,4,1,"No","b|SMAKC1-B|N|436",1,65,74,4,0,1,11602,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"436",7,4,"Dead","Dead","Dead","Dead","Liisa",NA,8.52e-07,2.69e-07,-4.4e-08,1.1e-08,NA,NA
"593",624,"b|SMAKC1-B|N|437","m",26,84,2,4,2,1,2267,94,NA,"437_1",0.587682845,-0.0925855549999999,"Dat_Jan_24_2020_PM.txt",0.36981159666,0.154267071688,2,2,14,3,0,"No","b|SMAKC1-B|N|437",1,55,49,2,0,1,9984,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"437",6,2,"Dead","Dead","Dead","Dead","Liisa",NA,7.27e-07,2.03e-07,6.54e-08,-1.21e-07,NA,NA
"594",625,"b|SMAKC1-B|N|439","m",31,106,2,4,2,1,2550,113,NA,"439_1",0.33275634,0.129592165,"Dat_Jan_31_2020_AM.txt",NA,NA,4,5,18,3,0,"No","b|SMAKC1-B|N|439",1,65,55,10,1,0,11558,4,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"439",5,2,"16","16","77","10","Nikita",NA,5.79e-07,3.16e-08,-4.26e-08,9.52e-09,0.5,3.05
"595",626,"b|SMAKC1-B|N|439","m",31,106,2,4,2,1,2550,113,NA,"439_2",0.424604425,0.14030931,"Dat_Jan_27_2020_AM.txt",0.34905047082,0.1400570962,4,5,18,3,0,"No","b|SMAKC1-B|N|439",2,34,25,0,0,0,11558,4,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"439",5,2,"16","16","77","10","Nikita",NA,5.79e-07,3.16e-08,-4.26e-08,9.52e-09,0.5,3.05
"596",627,"c|CBMCK1-1-0|N|43","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"43_1",0.211355495,0.109508295,"Dat_Jan_20_2020_AM.txt",0.17797810416,0.07734691474,1,6,17,3,0,"No","c|CBMCK1-1-0|N|43",1,34,34,0,0,0,10358,4,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"43",5,3,"Dead","Dead","Dead","Dead","Nikita",NA,9.13e-07,1.41e-07,-1.56e-07,1.22e-07,NA,NA
"597",628,"c|CBMCK1-1-0|N|43","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"43_2",0.492340755,0.147315115,"Dat_Jan_24_2020_AM.txt",0.21312027564,0.160332305128,1,6,17,3,0,"No","c|CBMCK1-1-0|N|43",2,58,60,3,0,0,10358,4,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"43",5,3,"Dead","Dead","Dead","Dead","Nikita",NA,9.13e-07,1.41e-07,-1.56e-07,1.22e-07,NA,NA
"598",629,"b|SMAKC1-B|N|440","a",NA,NA,NA,3,NA,NA,NA,NA,NA,"440_1",0.56312168,0.172479675,"Dat_Jan_28_2020_AM.txt",0.2839219224,0.140945219668,4,3,20,3,0,"No","b|SMAKC1-B|N|440",1,58,53,5,0,1,10532,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"440",7,5,"Dead","Dead","Dead","Dead","Liisa",NA,2.78e-07,-2.54e-08,4.37e-10,2.03e-08,NA,NA
"599",630,"b|SMAKC1-B|N|440","a",NA,NA,NA,3,NA,NA,NA,NA,NA,"440_2",0.221718305,0.052479545,"Dat_Jan_31_2020_PM.txt",NA,NA,4,3,20,3,0,"No","b|SMAKC1-B|N|440",2,63,65,11,0,0,10532,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"440",7,5,"Dead","Dead","Dead","Dead","Liisa",NA,2.78e-07,-2.54e-08,4.37e-10,2.03e-08,NA,NA
"600",631,"b|SMAKC1-B|N|444","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"444_2",0.29062202,0.158486995,"Dat_Dec_9_2019.txt",0.25843608852,0.112806868816,3,19,17,4,0,"No","b|SMAKC1-B|N|444",2,65,60,8,0,0,9761,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"444",6,5,"43","42","86","41","Liisa",NA,6.95e-07,1.21e-07,-4.98e-08,-5.42e-09,NA,NA
"601",632,"d|SMAKC1-B|N|445","m",30,116,4,1,4,0.75,4354,125,NA,"445_1",0.339039415,0.13677472,"Dat_Dec_12_2019_AM.txt",0.20441232834,0.119619425662,6,11,12,3,0,"No","d|SMAKC1-B|N|445",1,57,55,2,0,1,9960,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"445",3,1,"8","5","45","5","Nikita",NA,9e-07,1.24e-07,3.76e-08,6.98e-08,0.79,1.01
"602",633,"d|SMAKC1-B|N|445","m",30,116,4,1,4,0.75,4354,125,NA,"445_2",0.34088499,0.106422885,"Dat_Dec_12_2019_AM.txt",0.17782291302,0.091112828494,6,11,12,3,0,"No","d|SMAKC1-B|N|445",2,61,65,1,0,1,9960,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"445",3,1,"8","5","45","5","Nikita",NA,9e-07,1.24e-07,3.76e-08,6.98e-08,0.79,1.01
"603",634,"e|SMAKC1-B|N|446","a",NA,NA,NA,3,NA,NA,NA,NA,NA,"446_1",0.726074375,0.196311305,"Dat_Feb_5_2020_AM.txt",0.38802069042,0.15587002624,2,10,22,4,0,"No","e|SMAKC1-B|N|446",1,35,33,0,0,0,11965,5,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"446",2,3,"Dead","Dead","Dead","Dead","Nikita",NA,4.62e-07,2.17e-07,-1.06e-08,-3.07e-08,NA,NA
"604",635,"e|SMAKC1-B|N|446","a",NA,NA,NA,3,NA,NA,NA,NA,NA,"446_2",0.20113708,0.0762329849999999,"Dat_Jan_20_2020_AM.txt",0.19363516584,0.079090669354,2,10,22,4,0,"No","e|SMAKC1-B|N|446",2,62,60,3,0,0,11965,5,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"446",2,3,"Dead","Dead","Dead","Dead","Nikita",NA,4.62e-07,2.17e-07,-1.06e-08,-3.07e-08,NA,NA
"605",636,"e|SMAKC1-B|N|447","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"447_1",0.13306084,0.079141645,"Dat_Jan_17_2020_AM.txt",0.152181888,0.069971157646,1,19,18,3,0,"No","e|SMAKC1-B|N|447",1,51,41,0,0,0,8315,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"447",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,5.41e-07,2.57e-07,-1.35e-08,-4.15e-08,NA,NA
"606",637,"e|SMAKC1-B|N|447","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"447_2",0.19456277,0.085371725,"Dat_Dec_10_2019_AM.txt",0.15970003656,0.088242673384,1,19,18,3,0,"No","e|SMAKC1-B|N|447",2,58,58,2,0,0,8315,3,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"447",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,5.41e-07,2.57e-07,-1.35e-08,-4.15e-08,NA,NA
"607",638,"a|SMITH1-20|Q|450","m",43,96,4,1,6,0.833333333333333,9155,140,NA,"450_1",0.43846613,0.161236395,"Dat_Dec_12_2019_AM.txt",0.26402296956,0.099842432338,4,18,13,3,0,"No","a|SMITH1-20|Q|450",1,77,74,12,0,0,13042,3,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"450",9,3,"Dead","Dead","Dead","Dead","Liisa",NA,8.18e-07,4.02e-07,-1.05e-08,-3.37e-09,NA,NA
"608",639,"a|SMITH1-20|Q|450","m",43,96,4,1,6,0.833333333333333,9155,140,NA,"450_2",0.242349835,0.144657485,"Dat_Jan_9_2020_AM.txt",0.16802862774,0.063505185568,4,18,13,3,0,"No","a|SMITH1-20|Q|450",2,81,84,14,0,0,13042,3,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"450",9,3,"Dead","Dead","Dead","Dead","Liisa",NA,8.18e-07,4.02e-07,-1.05e-08,-3.37e-09,NA,NA
"609",640,"a|SMITH1-20|Q|452","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"452_1",0.15576428,0.116104015,"Dat_Jan_10_2020_AM.txt",0.18894494472,0.119684410306,2,13,12,2,0,"No","a|SMITH1-20|Q|452",1,58,45,0,0,0,9731,4,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"452",5,4,"Dead","Dead","Dead","Dead","Nikita",NA,7e-07,-4.22e-08,-2.99e-08,-9.19e-08,NA,NA
"610",641,"a|SMITH1-20|Q|452","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"452_2",0.21724917,0.0654362100000001,"Dat_Jan_23_2020_AM.txt",0.15000921204,0.060656692006,2,13,12,2,0,"No","a|SMITH1-20|Q|452",2,63,68,2,0,4,9731,4,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"452",5,4,"Dead","Dead","Dead","Dead","Nikita",NA,7e-07,-4.22e-08,-2.99e-08,-9.19e-08,NA,NA
"611",642,"a|SMITH1-20|Q|454","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"454_1",0.34498747,0.48244539,"Dat_Jan_30_2020_PM.txt",NA,NA,5,3,12,2,0,"No","a|SMITH1-20|Q|454",1,45,53,0,0,0,3558,2,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"454",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,6.98e-07,2.32e-08,-9.29e-10,-1.78e-07,NA,NA
"612",643,"a|SMITH1-20|Q|454","a",NA,NA,NA,4,NA,NA,NA,NA,NA,"454_2",0.32911305,0.14194039,"Dat_Jan_22_2020_PM.txt",0.30940775628,0.087343719142,5,3,12,2,0,"No","a|SMITH1-20|Q|454",2,23,51,0,0,1,3558,2,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"454",3,2,"Dead","Dead","Dead","Dead","Nikita",NA,6.98e-07,2.32e-08,-9.29e-10,-1.78e-07,NA,NA
"613",644,"a|SMITH1-20|Q|456","m",35,85,2,1,4,0.5,6602,102,NA,"456_1",0.086472795,0.068366475,"Dat_Dec_11_2019_PM.txt",0.13826641578,0.051147272434,4,15,12,3,15,"No","a|SMITH1-20|Q|456",1,53,52,1,0,0,6162,3,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"456",6,4,"2","2","3","2","Liisa",NA,5.06e-07,3.68e-07,3.36e-08,4.23e-08,NA,NA
"614",645,"a|SMITH1-20|Q|456","m",35,85,2,1,4,0.5,6602,102,NA,"456_2",0.170160595,0.152743955,"Dat_Dec_12_2019_PM.txt",0.12366120516,0.084051163846,4,15,12,3,15,"No","a|SMITH1-20|Q|456",2,52,51,4,0,0,6162,3,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"456",6,4,"2","2","3","2","Liisa",NA,5.06e-07,3.68e-07,3.36e-08,4.23e-08,NA,NA
"615",646,"a|SMITH1-20|Q|457","a",NA,NA,NA,3,NA,NA,NA,NA,NA,"457_1",0.280354115,0.0640425799999999,"Dat_Jan_29_2020_AM.txt",0.22531140186,0.111398868196,1,3,13,3,0,"No","a|SMITH1-20|Q|457",1,47,31,0,0,0,12912,4,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"457",7,5,"Dead","Dead","Dead","Dead","Liisa",NA,6.38e-07,4.31e-08,5.83e-08,5.83e-08,NA,NA
